word,content
motorcycle,Motorcycle Grand Prix[edit] MotoGP racing Main article: Grand Prix motorcycle racing Grand Prix motorcycle racing refers to the premier category of motorcycle road racing.
engine,"Moto2 races in the 2010 season allowed both engine types; from 2011 on, only Honda controlled-engine four-stroke Moto2 machines were allowed."
honda,"Beginning in 2019, Triumph Motorcycles will replace Honda as the controlled-engine supplier for Moto2."
engine,The class was contested with prototype machines with varying displacement and engine type over the years.
racing,"Superbike racing[edit] Superbike racing Main article: Superbike racing Superbike racing is the category of motorcycle road racing that employs modified production motorcycles, as with touring cars."
racing,"Superbike racing motorcycles must have four stroke engines of between 800 cc and 1200 cc for twins, and between 750 cc and 1000 cc for four cylinder machines."
racing,"Supersport racing[edit] Supersport racing See also: AMA Supersport Championship, British Supersport Championship, and Supersport World Championship Supersport racing is another category of motorcycle road racing that employs modified production motorcycles."
motorcycle,"To be eligible for Supersport racing, a motorcycle must have a four-stroke engine of between 250 and 600 cc for four-cylinder machines, and between 600 and 750 cc for twins, and must satisfy the FIM homologation requirements."
engine,"Supersport machines must remain largely as standard, while engine tuning is possible but tightly regulated."
racing,Endurance racing[edit] Endurance racing Main article: Endurance racing (motorsport) Endurance racing is a category of motorcycle road racing which is meant to test the durability of equipment and endurance of the riders.
racing,Reliability of the motorcycles used for endurance racing is paramount.
racing,Sidecar racing[edit] Sidecar racing Main article: Sidecar World Championship Sidecar racing is a category of sidecar motorcycle racing.
road,Older sidecar road racers generally resembled solo motorcycles with a platform attached; modern racing sidecars are purpose built low and long vehicles.
racing,In sidecar racing a rider and a passenger work together to make the machine perform optimally; the way in which a passenger shifts body weight across the sidecar is crucial to its performance around corners.
racing,"Sidecar racing has many sub-categories including: Sidecarcross (sidecar motocross) Sidecar trials F1/F2 road racing Historic (classic) road racing Motocross[edit] Start of a Motocross race Main article: MotocrossMotocross (or MX) is the direct equivalent of road racing, but off-road, a number of bikes racing on a closed circuit."
motorcycle,"Advances in motorcycle technology, especially suspension, have led to the predominance of circuits with added ""jumps"" on which bikes can get airborne."
road,"Motocross has another noticeable difference from road racing, in that starts are done en masse, with the riders alongside each other."
racing,Supermoto[edit] A Supermoto rider on a tarmac section Main article: Supermoto Supermoto is a racing category that is a crossover between road-racing and motocross.
road,The racetrack is a mixture of road and dirt courses (in different proportions) and can take place either on closed circuits or in temporary venues (such as urban locations).
road,"The riding style on the tarmac section is noticeably different from other forms of tarmac-based racing, with a different line into corners, sliding of the back wheel around the corner, and using the leg straight out to corner (as opposed to the noticeable touching of the bent knee to the tarmac of road racers)."
motorcycle,Enduro and cross-country[edit] Enduro[edit] Former World Enduro Champion Stefan Merriman Main article: Enduro Enduro is a form of off-road motorcycle sport that primarily focuses on the endurance of the competitor.
sport,"Enduro's ""World Cup""), as well as club teams – the event combines amateur sport with the professional level sport, it also takes place in a much more geographically dispersed range of locations."
sport,"In addition to traditional Time Card Enduros held over a long lap, a variety of other forms of sport have been taken up; notably ""Short Course Enduros"", a shorter (in lap length) form of Time Card Enduros Hare scrambles and ""Hare and Hounds""."
motorcycle,"Hare Scramble[edit] Main article: Hare scramble Hare Scramble racer at Hyden, Ky Hare scramble is the name given to a particular form of off-road motorcycle racing."
racing,Track racing[edit] Main article: Track racing Track racing is a form of motorcycle racing where teams or individuals race opponents around an oval track.
racing,"There are differing variants, with each variant racing on a different surface type."
racing,"Indoor short track and TT Racing[edit] Track racing motorcycles Indoor races consist of either: a polished concrete floor with coke syrup, or other media sprayed or mopped onto the concrete for traction for the tyres of the motorcycles, or on dirt that has been moistened and hard packed, or left loose (often called a cushion)."
motorcycle,"An optimum ""groove"" track will have enough moisture to be ""tacky"", without being slick, and will develop what is called a ""blue groove"" as the motorcycle tires lay down a thin layer of tire rubber on the racing line."
motorcycle,"Speedway[edit] Speedway Main article: Motorcycle speedway Speedway racing takes place on a flat oval track usually consisting of dirt or loosely packed shale, using bikes with a single gear and no brakes."
racing,Grasstrack[edit] Grass track racing Main article: Grasstrack Grasstrack is outdoor speedway.
racing,[4][5] Ice speedway[edit] Ice Racing using full-rubber tyres Main article: Ice Racing Ice racing includes a motorcycle class which is the equivalent of Speedway on ice.
racing,"Board track[edit] Board track racing Main article: Board track racing Board track racing was a type of track racing popular in the United States between the second and third decades of the 20th century, where competition was conducted on oval race courses with surfaces composed of wooden planks."
racing,"By the early 1930s, board track racing had fallen out of favor, and into eventual obsolescence."
racing,Auto Race[edit] A race starts in Kawaguchi Auto Race Circuit Main article: Auto Race (Japanese sport) Auto Race is a Japanese version of track racing held on an asphalt oval course and seen as a gambling sport.
racing,Other categories[edit] Drag racing/sprints[edit] Drag Racing Main article: Motorcycle drag racing Drag racing or sprints is a racing venue where two participants line up at a dragstrip with a signaled starting line.
sport,"[6] The president was Donald Campbell until his death in 1967, succeeded by former Vincent employee and sprint-record holder George Brown, who retired from sport in 1966 on reaching the 55 age-limit for the ACU competition licence."
racing,"[6] Writing in his 1970 book, Peter Carrick stated:Though basically similar, sprinting and drag racing have essential differences."
racing,"Drag racing is more of a contest, often between a couple of racers."
motorcycle,"[6] Writing in 1974, Motorcycle News contributor Jim Reynolds stated: ""This is drag racing, a young sport in England, but growing faster than any other""."
road,"[8] Hill climb[edit] Main article: Hillclimbing In hill climbing, a single rider climbs or tries to climb a road going up a hill in the fastest time or the furthest up the hill before ceasing forward motion."
motorcycle,"Landspeed racing[edit] Main article: Motorcycle land speed record In Landspeed motorcycle racing, the racer is trying to beat the fastest speed ever achieved by that style of motorcycle and type of engine for a timed mile."
motorcycle,"The pre-eminent event for motorcycle LSR is the International Motorcycle Speed Trials by BUB, held on the Bonneville Salt Flats annually (near Labor Day)."
engine,They are further classified based on engine size in cubic centimeters (cc's) and based on fuel type (gasoline versus any modified fuels).
racing,Vintage[edit] Main article: historic motorsport In vintage racing riders race classic motorcycles that are no longer competitive with the latest production motorcycles.
engine,Classes are organized by production period and engine displacement.
racing,"There are vintage events for almost every type of racing listed above, vintage motocross and road racing are especially popular."
motorcycle,[citation needed] Generally a motorcycle must be at least 25 years old to be considered vintage.
racing,The sanctioning body for most US vintage racing is the American Motorcyclist Association.
racing,"The main organizations that sponsor vintage racing are the American Historic Racing Motorcycle Association (AHRMA), BikeBandit and WERA Motorcycle Roadracing, which has several vintage classes along with modern racers."
racing,Of historical importance is the United States Classic Racing Association (USCRA) one of the oldest vintage racing clubs in the US.
racing,"In the UK the Main organisations are The British Historic Racing Club (BHRC), an arm of the Vintage motorcycle club, and the Classic Motorcycle Racing Club (CRMRC)."
racing,Super Hooligan[edit] Hooligan racing has been around since the 1970s when fans attending flat track races began racing their own personal motorcycles during intermissions of events.
motorcycle,Southern California motorcycle culture developed around this idea of racing large V Twin motorcycles.
racing,In 2017 Super Hooligan became an official racing series with 10 races on the calendar for that year from February through October.
motorcycle,"[9][10] See also[edit] Motorcycle chariot racing Automobile racing List of auto racing tracks Racing game Bucket racing Outline of motorcycles and motorcycling References[edit] ^ ""History of the FIM""."
road,"^ ""Sport - Road Racing""."
motorcycle,"Accessed 8 April 2017 ^ Nine mind-bending seconds, Motorcycle News Annual '75, 1974, p. 20, a Patrick Stephens publication, ISBN 0850591821 Accessed 2 April 2017 ^ ""Super Hooligan Racing Is Now A National Racing Series""."
racing,"^ ""Super Hooligans Racing - Motorcycle Parts and Riding Gear - Roland Sands Design - RSD""."
motorcycle,"External links[edit] Motorcycle racing at Curlie Motorcycle Racing News on Motorsport.com Sanctioning bodies Fédération Internationale de Motocyclismo (FIM) – World governing body Motorcycling Australia (MA)- Australian Governing Body Auto Cycle Union – UK governing body Supercross Motorcycle Racing – Worldwide Supercross Motorcycle Racing American Motorcyclist Association (AMA) – US governing body Motosport South Africa (MSA) – South African governing body Federation Francaise de moto (FFM) – French governing body MCUI Southern Centre – ""governing body of motor cycle sport in Leinster, Munster and Connacht"" (i.e., Republic of Ireland) Championship Cup Series – Sanctioning Body for Sportsman Level motorcycle road racing in the United States vteRacingRunningTrack running Sprinting Middle-distance running Long-distance running Relay race Hurdling Steeplechase Road running Half marathon Marathon Ultramarathon Ekiden Off-road running Cross country running Mountain running Fell running Trail running Skyrunning Other Tower running Racewalking Backward running Snowshoe running Parkour Orienteering Foot orienteering Mountain bike orienteering Ski orienteering Trail orienteering Radio orienteering Canoe orienteering Rogaining Mountain marathon Car orienteering Bicycle racing Road bicycle racing Cyclo-cross Mountain bike racing Track cycling BMX racing Cycle speedway Keirin Animal racing Camel racing Greyhound racing Horse racing Pigeon racing Sled dog racing Swimming Open water swimming Marathon swimming Paralympic swimming Climbing Speed climbing Motor racingAuto racing Drag racing Formula racing Kart racing Off-road racing Pickup truck racing Rallying Rally raid Sports car racing Stock car racing Touring car racing Truck racing Motorcycle racing Beach racing Motocross Rally raid Track racing Motorboat racing Drag boat racing Hydroplane racing Jet sprint boat racing Inshore powerboat racing Offshore powerboat racing Other Air racing Radio-controlled car racing Slot car racing Board racing Longboarding Sandboarding Slalom skateboarding Street luge Winter racing Alpine skiing Cross-country skiing Snowboard cross Speed skating Sledding Multi-sport racing Adventure racing Triathlon Duathlon Aquathlon List of forms of racing Retrieved from ""https://en.wikipedia.org/w/index.php?title=Motorcycle_racing&oldid=995321965"" Categories: Motorcycle racingHidden categories: Articles with short descriptionShort description matches WikidataArticles that may contain original research from April 2015All articles that may contain original researchArticles needing additional references from March 2016All articles needing additional referencesArticles lacking in-text citations from January 2016All articles lacking in-text citationsArticles with multiple maintenance issuesWikipedia articles needing clarification from March 2017All articles with unsourced statementsArticles with unsourced statements from November 2010Articles with Curlie links"
